Team, ExecutionTimeStamp, CrossEntropyLoss, CrossEntropy95ConfidenceInterval, ROC-AUC
PL-GIFT, 20210419T005001, 0.6931471805599453, 0.0, 0.5
PL-GIFT, 20210412T231002, 1.0185245819141906, 0.0770042883406647, 0.5558159722222222
PL-GIFT, 20210415T182002, 0.5374193028590635, 0.03804216931954656, 0.8080729166666666
PL-GIFT, 20210416T140002, 0.6931471805599453, 0.0, 0.5
PL-GIFT, 20210418T184002, 0.8817666025206184, 0.10247729142917433, 0.6898090277777776
PL-GIFT, 20210419T134001, 0.5317322057789922, 0.048905938601875795, 0.8165017361111111
PL-GIFT, 20210414T013001, 0.525609235713731, 0.03981495262915312, 0.8083854166666667
PL-GIFT, 20210419T210001, 0.7073435856600002, 0.046651679454816665, 0.6290451388888889
PL-GIFT, 20210417T022002, 0.5772408684788315, 0.06340812343888402, 0.7929513888888888
PL-GIFT, 20210413T132002, 1.215552098126203, 0.10011477156607647, 0.5721961805555557
PL-GIFT, 20210415T022002, 0.875380654190243, 0.1127092458751864, 0.6888281249999999
PL-GIFT, 20210416T003001, 0.5183652427421657, 0.04316136770437041, 0.8235937499999999
PL-GIFT, 20210415T082002, 0.980064888529725, 0.1314668713444139, 0.6477690972222222
PL-GIFT, 20210412T004002, 0.674922459186968, 0.0170835151647936, 0.6012673611111111
PL-GIFT, 20210324T162002, 0.6187532809159096, 0.03488202678588238, 0.6961458333333334
PL-GIFT, 20210413T192002, 0.5226300886264024, 0.04451397426623969, 0.8189322916666666
PL-GIFT, 20210416T063001, 0.5234429890396145, 0.04448972764451525, 0.8184461805555555
PL-GIFT, 20210412T130001, 0.6749069606758967, 0.01705435332679549, 0.6012847222222222
PL-GIFT, 20210416T161002, 0.5456423136028206, 0.050351912055084276, 0.819548611111111
Perspecta, 20210414T212002, 1.104194315843032, 0.15778894761388093, 0.6899913194444446
Perspecta, 20210324T162002, 0.6408368124831395, 0.05241250795254387, 0.7038368055555555
Perspecta, 20210411T020001, 1.3130091522889598, 0.18684046339713153, 0.6313802083333334
Perspecta, 20210415T032002, 0.9422395244005806, 0.116162578003914, 0.6807118055555554
Perspecta, 20210413T150002, 1.0084989210944244, 0.1323226407966386, 0.6794618055555556
Perspecta, 20210407T202002, 0.5786853617665879, 0.05927478638316534, 0.7977951388888889
Perspecta, 20210429T191002, 0.642495848422368, 0.050451518609602876, 0.7206163194444445
Perspecta, 20210412T161002, 1.2118679084286776, 0.1719003512577255, 0.6647916666666667
Perspecta, 20210329T161002, 0.7025379666711331, 0.00871651854095793, 0.4674739583333333
Perspecta, 20210328T053001, 0.6870508349102472, 0.007272419302242486, 0.5467100694444444
Perspecta, 20210328T223002, 0.8526807261638697, 0.07227064195996118, 0.4720833333333334
Perspecta, 20210419T194002, 1.3176768625055246, 0.15985627760947385, 0.6456770833333334
Perspecta, 20210402T223002, 0.6217799345433456, 0.07093488663260787, 0.782986111111111
Perspecta, 20210411T080002, 1.2938577929387558, 0.17734504579041913, 0.6293663194444443
Perspecta, 20210406T175002, 0.6007052392193942, 0.06191575848406806, 0.7808767361111112
TrinitySRITrojAI-SBU, 20210324T162002, 2.0060808302056055, 0.2341879894369709, 0.5428038194444444
TrinitySRITrojAI-SBU, 20210419T211001, 0.7125742715249904, 0.021253206554338353, 0.5236197916666667
TrinitySRITrojAI-SBU, 20210413T033002, 0.6474242916609886, 0.029993982143440758, 0.6766666666666666
TrinitySRITrojAI-SBU, 20210413T142002, 9.541393977086702, 1.1120142154969295, 0.508125
TrinitySRITrojAI-SBU, 20210427T141002, 4.024066563693168, 0.8512866863998705, 0.7718055555555556
TrinitySRITrojAI-SBU, 20210413T202002, 0.677803985697989, 0.02189462803785334, 0.5872135416666666
TrinitySRITrojAI-SBU, 20210414T022002, 9.852542029149541, 1.1303590212348, 0.4848177083333333
TrinitySRITrojAI-SBU, 20210429T052002, 0.4513186671900641, 0.10315951779936205, 0.9069357638888887
NIST-baseline, 20210324T162002, 9.441389432163163, 1.1509314106130366, 0.5
NIST-baseline, 20210329T202002, 9.441389432163163, 1.1509314106130366, 0.5
NIST-baseline, 20210326T194002, 9.441389432163163, 1.1509314106130366, 0.5
trojaicy, 20210324T162002, 0.6931471805599453, 0.0, 0.5
ARM, 20210324T162002, 1.1018718013148063, 0.22095069738952858, 0.5020833333333333
ARM, 20210419T185001, 0.6931471805599453, 0.0, 0.5
DRAFFT, 20210324T162002, 0.6931471805599453, 0.0, 0.5
NSEC, 20210324T162002, 0.6931471805599453, 0.0, 0.5
TrinitySRITrojAI, 20210407T211002, 0.7000460862346334, 0.030853576719076868, 0.5924218750000001
TrinitySRITrojAI, 20210405T184002, 0.72360091013541, 0.027356030653434935, 0.5324479166666667
TrinitySRITrojAI, 20210404T000002, 0.6857908382260491, 0.026077137430014607, 0.5874305555555556
TrinitySRITrojAI, 20210416T195002, 0.6733395096017001, 0.17389203296467196, 0.9106163194444444
TrinitySRITrojAI, 20210419T082002, 0.4147903255856246, 0.09236667314158256, 0.9200607638888888
TrinitySRITrojAI, 20210327T164001, 0.9388230887566416, 0.09791752549903714, 0.6234548611111111
TrinitySRITrojAI, 20210412T042001, 0.6637111408228893, 0.0208659213418051, 0.6609722222222222
TrinitySRITrojAI, 20210417T174002, 0.5109031655158249, 0.11543961822878236, 0.9126909722222221
