Team, ExecutionTimeStamp, CrossEntropyLoss, CrossEntropy95ConfidenceInterval, ROC-AUC
TrinitySRITrojAI-SBU, 20220224T013001, 0.6182195759655708, 0.02763926546222315, 0.712962962962963
TrinitySRITrojAI-SBU, 20220406T183001, 0.5701987903655582, 0.05871460252562412, 0.7794571532316631
TrinitySRITrojAI-SBU, 20220503T031001, 0.6843636896781132, 0.03318008571959916, 0.581858206245461
TrinitySRITrojAI-SBU, 20220531T173002, 0.6231979475444659, 0.0673521685621334, 0.736111111111111
TrinitySRITrojAI-SBU, 20220405T033002, 0.6931471805599453, 0.0, 0.5
TrinitySRITrojAI, 20220303T152001, 0.9271207675907621, 0.0913939725470902, 0.5826638525780683
TrinitySRITrojAI, 20220214T214001, 0.6497311752991847, 0.027758454421682097, 0.6666099310094408
TrinitySRITrojAI, 20220305T033001, 0.5312463602182736, 0.03886624988165028, 0.8177423747276689
TrinitySRITrojAI, 20220407T074002, 0.5147135149743582, 0.05017022861017777, 0.8083696441539578
TrinitySRITrojAI, 20220603T104002, 0.5713162034519701, 0.03643082615122928, 0.7744076797385622
TrinitySRITrojAI, 20220215T191002, 0.656311865393324, 0.0693804606613399, 0.7315041757443719
TrinitySRITrojAI, 20220321T112002, 0.6654779135135617, 0.06344962005317613, 0.7083219862018882
TrinitySRITrojAI, 20220512T064001, 0.515539238261385, 0.04731544637463956, 0.8225535584604211
TrinitySRITrojAI, 20220708T201002, 0.4750776461591149, 0.047964417249365406, 0.8525667211328976
TrinitySRITrojAI, 20220216T031002, 0.6466705773737681, 0.02749459076248179, 0.669945987654321
TrinitySRITrojAI, 20220605T072002, 0.5128496056886094, 0.05857539170601424, 0.8328567538126361
TrinitySRITrojAI, 20220319T074002, 0.5620528662737176, 0.06076045454344832, 0.7890795206971678
TrinitySRITrojAI, 20220404T135003, 0.6557826990906229, 0.02410290126662604, 0.6695715323166304
TrinitySRITrojAI, 20220613T073001, 0.5474726364777135, 0.05915509922241103, 0.7962962962962962
TrinitySRITrojAI, 20220128T183001, 0.5917834049554472, 0.024638808514486688, 0.7534495279593318
TrinitySRITrojAI, 20220213T101001, 0.6931471805599453, 0.0, 0.5
