Team, ExecutionTimeStamp, CrossEntropyLoss, CrossEntropy95ConfidenceInterval, ROC-AUC
DRAFFT, 20201028T185002, 0.7713838219642639, 0.0949117076104992, 0.6573591820987654
ICSI, 20201030T053001, 0.66175776720047, 0.074501599381485, 0.7896497983131645
ICSI, 20201105T200002, 0.5620286464691162, 0.05206381455252102, 0.7736545138888888
ICSI, 20201103T222002, 0.5879212617874146, 0.06103599242307533, 0.7876075899843507
ICSI, 20201028T185002, 0.7083161473274231, 0.05299621220782568, 0.6085157775722068
ICSI, 20201107T083001, 0.5476846098899841, 0.04703566225806254, 0.776563714063714
Perspecta, 20201112T203001, 0.6514633893966675, 0.03456247296660893, 0.6630256558641976
Perspecta, 20201124T224002, 0.625639796257019, 0.03845386247853905, 0.7109857253086419
Perspecta, 20201124T041002, 0.6207459568977356, 0.04045320929459913, 0.7138310185185186
Perspecta, 20201103T185001, 0.688602864742279, 0.033620950303039215, 0.6049864969135802
Perspecta, 20201101T225002, 0.6955136656761169, 0.045966293533036794, 0.5915535444947209
Perspecta, 20201123T204002, 0.6848491430282593, 0.05133239456098084, 0.6454957561728395
Perspecta, 20201030T231001, 0.7430598735809326, 0.09390400449851215, 0.6053101294065151
TrinitySRITrojAI, 20201103T202002, 0.5632489919662476, 0.11346030020266744, 0.8871794871794872
TrinitySRITrojAI, 20201106T235001, 0.40923187136650085, 0.05128949700685322, 0.8926263503086419
TrinitySRITrojAI, 20201204T143002, 0.40037012100219727, 0.07494990578207952, 0.8982687114197531
TrinitySRITrojAI, 20201115T100001, 0.3725655972957611, 0.055744447413822215, 0.9093364197530865
TrinitySRITrojAI, 20201028T185002, 0.6746877431869507, 0.16853662932453572, 0.841314935064935
NIST-baseline, 20201028T185002, 3.3879847526550293, 0.9231746399851137, 0.5181809413580247
ARM-UCSD, 20201112T200002, 0.33423805236816406, 0.07751973189836155, 0.8958333333333334
ARM-UCSD, 20201031T080002, 0.5707448720932007, 0.10368588377111451, 0.7881944444444444
ARM-UCSD, 20201201T203002, 0.38116487860679626, 0.09750027193465018, 0.8895881558641976
ARM-UCSD, 20201101T205002, 0.5865046381950378, 0.10759378439159535, 0.7810218978102189
ARM-UCSD, 20201109T195002, 0.7381739020347595, 0.11720242740187813, 0.7180319005136523
ARM-UCSD, 20201205T173002, 0.5159138441085815, 0.11503294253746586, 0.8369261188271605
ARM-UCSD, 20201207T185002, 0.45581620931625366, 0.0970222961863162, 0.84375
ARM-UCSD, 20201105T164002, 0.560090184211731, 0.06867522206037771, 0.7569444444444444
ARM-UCSD, 20201114T063002, 0.3113502860069275, 0.07396800854497881, 0.9062500000000001
ARM-UCSD, 20201103T173001, 0.563788890838623, 0.08144191003435261, 0.7569444444444444
ARM-UCSD, 20201028T185002, nan, nan, 0.20421052631578945
ARM-UCSD, 20201115T172001, 0.3494965732097626, 0.07975111376347926, 0.888888888888889
ARM-UCSD, 20201203T200001, 0.3527223467826843, 0.09453813438256954, 0.8987991898148148
Perspecta-PurdueRutgers, 20201103T143002, 0.4339064359664917, 0.0732498987389326, 0.8429542824074073
Perspecta-PurdueRutgers, 20201116T013002, 0.5411349534988403, 0.08010914983668437, 0.8225067515432098
Perspecta-PurdueRutgers, 20201114T161001, 0.45798173546791077, 0.07274890294389999, 0.8914689429012346
Perspecta-PurdueRutgers, 20201117T041002, 0.3168444335460663, 0.06418903212831345, 0.9218991126543211
Perspecta-PurdueRutgers, 20201214T231001, 0.3063943386077881, 0.06384255426635449, 0.9189332561728395
Perspecta-PurdueRutgers, 20201124T023001, 0.32490840554237366, 0.06791582899474662, 0.915846836419753
Perspecta-PurdueRutgers, 20201113T063001, 0.2993811070919037, 0.06858045711933289, 0.9143036265432097
Perspecta-PurdueRutgers, 20201109T085002, 0.3647864758968353, 0.07395799923041546, 0.8998119212962963
Perspecta-PurdueRutgers, 20201111T185002, 0.3227379620075226, 0.07907032892549533, 0.9017650462962962
Perspecta-PurdueRutgers, 20201107T184002, 0.3438325822353363, 0.06778486214773544, 0.910010060362173
Perspecta-PurdueRutgers, 20201106T031001, 0.3972797989845276, 0.07443572036568395, 0.8439538929969552
Perspecta-PurdueRutgers, 20201029T052002, 0.48500436544418335, 0.10204141868616473, 0.8407884151246984
Perspecta-PurdueRutgers, 20201110T072002, 0.3167060315608978, 0.06619530079154924, 0.917631172839506
Perspecta-PurdueRutgers, 20201031T001002, 0.4840630292892456, 0.0907845312775465, 0.8383969907407407
PL-GIFT, 20201029T195002, 0.5793447494506836, 0.0661663458073881, 0.7694995083070234
PL-GIFT, 20201113T162002, 0.6547481417655945, 0.19242246385469544, 0.7644193672839507
PL-GIFT, 20201124T175002, 0.5308247804641724, 0.050089938481911025, 0.7955488040123457
PL-GIFT, 20201114T041001, 0.565820574760437, 0.057349682631939056, 0.7644675925925927
PL-GIFT, 20201124T045002, 0.5929766893386841, 0.06975814866510693, 0.7716772762345678
PL-GIFT, 20201207T160002, 0.5083058476448059, 0.060511772419788085, 0.8131269290123456
PL-GIFT, 20201124T115002, 0.5501947999000549, 0.06213853385980287, 0.8054349922839507
PL-GIFT, 20201123T182001, 0.6746175289154053, 0.08554088956369355, 0.740234375
PL-GIFT, 20201109T180002, 0.6383743286132812, 0.06968659652234796, 0.7195698302469136
PL-GIFT, 20201112T034001, 0.5879693627357483, 0.0694791200906939, 0.7698206018518519
PL-GIFT, 20201201T145002, 0.5532351732254028, 0.06235096676084183, 0.7843846450617282
PL-GIFT, 20201125T060001, 0.5691052675247192, 0.06489491597654361, 0.7943672839506173
PL-GIFT, 20201203T185001, 0.5806238651275635, 0.0648120809819488, 0.7574025848765432
PL-GIFT, 20201130T220002, 0.594645082950592, 0.07368054020464095, 0.7528452932098766
PL-GIFT, 20201028T185002, 0.9494620561599731, 0.139614958606914, 0.7247781635802468
PL-GIFT, 20201104T211002, 1.2571817636489868, 0.14801311772483353, 0.6202256944444444
PL-GIFT, 20201201T205002, 0.5748001933097839, 0.07511433665392296, 0.7920042438271604
PL-GIFT, 20201030T142001, 0.5844032764434814, 0.0708718879878455, 0.7700617283950617
PL-GIFT, 20201114T151001, 0.5160448551177979, 0.07582510813168543, 0.8272328317901234
PL-GIFT, 20201105T193002, 0.6140518188476562, 0.06637514490638259, 0.7267795138888888
PL-GIFT, 20201202T141001, 0.7149779796600342, 0.09425820400608786, 0.7150848765432098
NSEC, 20201028T185002, 11.343266487121582, 2.7333432971881635, 0.3074866310160428
Perspecta-IUB, 20201028T185002, 3.441418170928955, 0.914496908457946, 0.5536024305555556
Perspecta-IUB, 20201207T060002, 1.5448002815246582, 0.5458131274327216, 0.6452305169753086
ICSI-UMD, 20201115T190002, 0.9600024819374084, 0.11132191688125599, 0.6530430169753086
ICSI-UMD, 20201123T190001, 2.5622780323028564, 0.32660850516855555, 0.5821759259259259
ICSI-UMD, 20201212T170002, 1.4719879627227783, 0.17267087031853123, 0.5878421900161029
ICSI-UMD, 20201203T234002, 1.3489761352539062, 0.20871501204944334, 0.5539641203703703
ICSI-UMD, 20201125T175002, 1.8983206748962402, 0.23951235123572412, 0.6007185570987654
ICSI-UMD, 20201211T080001, 1.0900088548660278, 0.12262456705871586, 0.5174093364197531
ICSI-UMD, 20201214T163002, 2.8523545265197754, 0.6243201171833958, 0.5761483886483886
ICSI-UMD, 20201108T213001, 1.9817568063735962, 0.2944781923810636, 0.5711805555555556
